#SampleID	BarcodeSequence	LinkerPrimerSequence	Order	Name	Days	Weeks	Months	Months_cat	Months_mitigation	Mitigation_status_num	Mitigation_status	Mitigation_status_begin_end	ASR	Concrete	Type	Type2	Input	Input_num	Collected	Year	Season	Season_num	Summer	Winter	S_Yr	Month	Halves	half_char	Thirds	Fourths	Concentration	Extracted	Ground	Extracted2	Rhodoluna	Rhodoluna_num	num_conc	neg_control	old_sample_ids	Description	ph	ppt	Conduc	Ca	Mg	K	Na	NH4	NO3	Cl	SO4	Br	svol	ppt.1	subppt	temp_avg	hum_avg	dew_pt_avg	wind_spd_avg	pressure_avg	precip_avg	precip_sum	snow_sum	rain_sum	temp_max	wind_spd_max	wind_gust	temp_min	time_to_grind	time_to_extract	grind_to_extract	faith_pd_raw	shannon_raw	evenness_raw	observed_otus_raw	total_reads_in_sample	reads_in_negs_per_sample	percent_reads_in_neg_controls	faith_pd_decontam	shannon_decontam	evenness_decontam	observed_otus_decontam	contam_counts_per_sample	percent_contam_reads	avg_conc	k__Bacteria;f__NA	k__Bacteria;p__Acidobacteria	k__Bacteria;p__Actinobacteria	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Chloroflexi	k__Bacteria;p__Cyanobacteria	k__Bacteria;p__Deinococcus-Thermus	k__Bacteria;p__Epsilonbacteraeota	k__Bacteria;p__Firmicutes	k__Bacteria;p__Fusobacteria	k__Bacteria;p__Patescibacteria	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Spirochaetes	k__Bacteria;p__Thermotogae	k__Bacteria;p__Verrucomicrobia	k__Bacteria;f__NA;g__NA	k__Bacteria;p__Acidobacteria;c__Subgroup 5	k__Bacteria;p__Actinobacteria;c__Actinobacteria	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	k__Bacteria;p__Chloroflexi;c__Chloroflexia	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci	k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria	k__Bacteria;p__Firmicutes;c__Bacilli	k__Bacteria;p__Firmicutes;c__Clostridia	k__Bacteria;p__Firmicutes;c__Erysipelotrichia	k__Bacteria;p__Firmicutes;c__Negativicutes	k__Bacteria;p__Fusobacteria;c__Fusobacteriia	k__Bacteria;p__Patescibacteria;c__Saccharimonadia	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Spirochaetes;c__Spirochaetia	k__Bacteria;p__Thermotogae;c__Thermotogae	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	k__Bacteria;f__NA;g__NA;s__NA	k__Bacteria;p__Acidobacteria;c__Subgroup 5;s__NA	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Chloroplast	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales	k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Petrotogales	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__uncultured
033114M_4	BBB	BBB	6	033114M.4	333	48	10	10_	10_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Medium	7/28/2016	5/12/2016	July	na	0	0.085	FALSE	033114M4.fastq	033114M	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	773	850	77	36.01710782	4.389592887	0.657870663	102	48562	46680	0.961245418	53.26980614	6.385211178	0.913649916	127	47131	0.970532515	0.077333333	0.0	0.0	0.02145231994239851	0.015480400669193792	0.0	0.004129518646364965	0.0005717795048813028	0.0013976832341542958	0.1562228669447915	0.008407276423625083	0.0	0.75015353338557	0.0	0.04218462124902056	0.0	0.0	0.0	0.02145231994239851	0.015480400669193792	0.0	0.004129518646364965	0.0005717795048813028	0.0013976832341542958	0.1283115562991042	0.027911310645687297	0.0	0.0	0.008407276423625083	0.0	0.14059422714470257	0.012388555939094895	0.5971707503017726	0.0	0.04218462124902056	0.0	0.0	0.0	0.0024988882065182863	0.01166853730331844	0.006204866478897101	0.0008894347853709155	0.00019059316829376762	0.005675441011414414	0.002625950318714131	0.007009593189470786	0.0001694161495944601	0.0	0.0	0.004129518646364965	0.0	0.0005717795048813028	0.0013976832341542958	0.03830922682704728	0.09000232947205693	0.027911310645687297	0.0	0.0	0.0	0.008407276423625083	0.0	0.0	0.0	0.010842633574045446	0.06719468033290273	0.0	0.0	0.0	0.06255691323775439	0.0	0.0	0.0	0.012388555939094895	0.0	0.0015459223650494483	0.5195146227314119	0.0	0.02776307151479215	0.0008259037292729929	0.0	0.010757925499248217	0.0010164968975667605	0.0009106118040702229	0.012325024882996971	0.02251117087736389	0.0	0.04218462124902056	0.0
033114M_5	BBB	BBB	6	033114M.5	333	48	10	10_	10_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	7/25/2016	5/12/2016	July	na	0	0.072	FALSE	033114M5.fastq	033114M	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	773	847	74	20.11125689	5.017244043	0.824192964	68	45436	9535	0.209855621	18.53539714	4.258508696	0.754538839	50	9535	0.209855621	0.077333333	0.0	0.0	0.035060975609756094	0.044835007173601144	0.0	0.0	0.0	0.0	0.06931492109038737	0.0	0.0	0.8507890961262553	0.0	0.0	0.0	0.0	0.0	0.035060975609756094	0.044835007173601144	0.0	0.0	0.0	0.0	0.06931492109038737	0.0	0.0	0.0	0.0	0.0	0.07326040172166427	0.0	0.777528694404591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010401721664275465	0.02465925394548063	0.0	0.0	0.020624103299856526	0.02421090387374462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040172166427546625	0.029142754662840747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018830703012912482	0.0	0.0	0.0	0.07137733142037303	0.0	0.0	0.0	0.0	0.0	0.0	0.2309002869440459	0.0	0.1886657101865136	0.0	0.0	0.0	0.0	0.3446018651362984	0.0	0.013360832137733142	0.0	0.0	0.0
042014M_3	BBB	BBB	7	042014M.3	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	5/26/2016	5/19/2016	May	na	0	0.084	FALSE	042014M3.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	767	7	28.15578624	3.932300157	0.631307532	75	57390	55417	0.965621188	24.08870307	5.653565374	0.928722774	68	55785	0.972033455	0.087333333	0.0	0.0	0.035939335683007584	0.005589376624301328	0.0	0.0009612303748798462	0.0	0.0005696179999287978	0.05560895724304887	0.002029264124746342	0.0	0.8854355797643209	0.0	0.01386663818576667	0.0	0.0	0.0	0.035939335683007584	0.005589376624301328	0.0	0.0009612303748798462	0.0	0.0005696179999287978	0.04380718430702409	0.011801772936024779	0.0	0.0	0.002029264124746342	0.0	0.20386984228701627	0.007049022749118872	0.6745167147281858	0.0	0.01386663818576667	0.0	0.0	0.0	8.900281248887465e-05	0.01527288262309089	0.02032824237245897	0.000249207874968849	0.0	0.002047064687244117	0.0014596461248175443	0.0020826658122396666	0.0	0.0	0.0	0.0009612303748798462	0.0	0.0	0.0005696179999287978	0.006497205311687851	0.03730997899533625	0.011801772936024779	0.0	0.0	0.0	0.002029264124746342	0.0	0.0	0.0	0.014311652248211043	0.09945174267506852	0.0	0.0	0.0	0.0901064473637367	0.0	0.0	0.0	0.007049022749118872	0.0	0.0004272134999465983	0.6008223859873975	0.0	0.042009327494748824	0.0007120224999109972	0.0	0.0064082024991989756	0.00037381181245327354	0.0021182669372352167	0.004841752999394781	0.016803730997899533	0.0	0.01386663818576667	0.0
042014M_6	BBB	BBB	7	042014M.6	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	7/28/2016	5/19/2016	July	na	0	0.082	FALSE	042014M6.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	830	70	26.69515624	2.936100872	0.46311835	81	57234	54400	0.950483978	30.31179322	5.235120076	0.86301403	67	55034	0.96156131	0.087333333	0.0	0.0	0.004386280290501186	0.0031998274250377504	0.0	0.0014021715682749694	0.0	0.0	0.12763356583015747	0.0014740778025454807	0.0	0.8380671604228085	0.0	0.02383691666067448	0.0	0.0	0.0	0.004386280290501186	0.0031998274250377504	0.0	0.0014021715682749694	0.0	0.0	0.1134860142374344	0.014147551592723089	0.0	0.0	0.0014740778025454807	0.0	0.03570144531530884	0.0	0.8023657151074999	0.0	0.02383691666067448	0.0	0.0	0.0	0.0012044294240310634	0.002229093262385849	0.00046739052275832316	0.00048536708132595097	0.0	0.002498741640900266	0.0	0.0007010857841374847	0.0	0.0	0.0	0.0014021715682749694	0.0	0.0	0.0	0.07888113899475085	0.03460487524268354	0.014147551592723089	0.0	0.0	0.0	0.0014740778025454807	0.0	0.0	0.0	0.0005572733155964622	0.015873301215215355	0.0	0.0	0.0	0.01927087078449702	0.0	0.0	0.0	0.0	0.0	0.0009527576040842742	0.7587006543467318	0.0	0.008754584022434744	0.00016178902710865033	0.0	0.006291795498669734	0.0007010857841374847	0.002624577550873661	0.0077658733012152155	0.016412597972244196	0.0	0.02383691666067448	0.0
042014M_7	BBB	BBB	7	042014M.7	353	51	11	11_	11_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Low	1	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	7/28/2016	5/19/2016	July	na	0	0.096	FALSE	042014M7.fastq	042014M	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	760	830	70	11.42423556	4.557878757	0.888599584	35	25701	9442	0.367378701	8.718130363	3.857063288	0.841242058	24	9515	0.370219058	0.087333333	0.0	0.0	0.08522156059082824	0.0	0.0	0.0	0.0	0.0	0.07625087000232	0.0	0.0	0.8385275694068517	0.0	0.0	0.0	0.0	0.0	0.08522156059082824	0.0	0.0	0.0	0.0	0.0	0.07625087000232	0.0	0.0	0.0	0.0	0.0	0.029696079189544505	0.0	0.8088314902173072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08522156059082824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02722140592374913	0.049029464078570874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029696079189544505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1972778594076251	0.0	0.5400201067202846	0.0	0.0	0.0	0.0	0.07153352408939757	0.0	0.0	0.0	0.0	0.0
052014M_2	BBB	BBB	8	052014M.2	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Low	8/23/2016	5/31/2016	August	high	2	0.051	FALSE	052014M2.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	19.1325296	1.902432208	0.342497394	47	52308	44277	0.84646708	19.32676445	4.924712785	0.960117188	35	50217	0.960025235	0.108	0.0	0.0	0.049087277258074075	0.015881177936435734	0.0	0.0036785791982279535	0.0	0.0	0.00624962917548405	0.0	0.0	0.9251033364317782	0.0	0.0	0.0	0.0	0.0	0.049087277258074075	0.015881177936435734	0.0	0.0036785791982279535	0.0	0.0	0.00624962917548405	0.0	0.0	0.0	0.0	0.0	0.020785950200739672	0.0	0.9043173862310386	0.0	0.0	0.0	0.0	0.0	0.0015030753713189487	0.005814528410102248	0.04089947194588928	0.0008702015307636018	0.0	0.0	0.0	0.0	0.015881177936435734	0.0	0.0	0.0036785791982279535	0.0	0.0	0.0	0.0022743903644957776	0.003975238810988272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019322429444455433	0.0	0.0	0.0	0.0014635207562842395	0.0	0.0	0.0	0.0	0.0	0.0	0.04125546348120167	0.0	0.8432450606174476	0.0	0.0	0.0	0.0	0.016533829084508435	0.0008702015307636018	0.0024128315171172594	0.0	0.0	0.0
052014M_3	BBB	BBB	8	052014M.3	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/23/2016	5/31/2016	August	na	0	0.081	FALSE	052014M3.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	27.54519684	4.093006828	0.638595284	85	63364	60559	0.955731961	26.84759253	5.79764872	0.922399	78	61170	0.965374661	0.108	0.0	0.0	0.02945066288184252	0.005257894906615915	0.0	0.0	0.0	0.0	0.03812780232895713	0.0033869875165317247	0.0	0.9100029031321569	0.0	0.01377374923389568	0.0	0.0	0.0	0.02945066288184252	0.005257894906615915	0.0	0.0	0.0	0.0	0.03048288764878552	0.0076449146801716075	0.0	0.0	0.0033869875165317247	0.0	0.26747524273410533	0.00882229605496597	0.6337053643430856	0.0	0.01377374923389568	0.0	0.0	0.0	0.0	0.01783813425373375	0.011144801780587722	0.0004677268475210477	0.0	0.00012902809586787524	0.001322537982645721	0.0038063288281023192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004757911035127899	0.02572497661365762	0.0076449146801716075	0.0	0.0	0.0	0.0033869875165317247	0.0	0.0	0.0	0.014547917809102933	0.12757652978936163	0.0	0.0	0.0	0.1253507951356408	0.0	0.0	0.0	0.00882229605496597	0.0	0.0007419115512402826	0.5499983871488016	0.0	0.05575626592690559	0.0021289635818199414	0.0	0.004790168059094867	0.001241895422728299	0.001999935485952066	0.0036289151962839907	0.013418921970259024	0.0	0.01377374923389568	0.0
052014M_4	BBB	BBB	8	052014M.4	383	55	12	12_	12_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	High	8/23/2016	5/31/2016	August	na	0	0.192	FALSE	052014M4.fastq	052014M	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	826	84	21.88191923	2.862488289	0.462450634	73	59396	57205	0.963111994	19.69790919	5.198703738	0.925907817	49	57330	0.965216513	0.108	0.0	0.0	0.01518705798536899	0.002467462510208692	0.0	0.0	0.00027802394481224696	0.00041703591721837044	0.052546525569514675	0.0010078367999443952	0.0	0.918347842707953	0.0	0.009748214564979409	0.0	0.0	0.0	0.01518705798536899	0.002467462510208692	0.0	0.0	0.00027802394481224696	0.00041703591721837044	0.04304158195624598	0.009504943613268693	0.0	0.0	0.0010078367999443952	0.0	0.08573563398147664	0.0	0.8326122087264763	0.0	0.009748214564979409	0.0	0.0	0.0	0.0004517889103199013	0.0	0.014439868633686077	0.0002954004413630124	0.0	0.0003475299310153087	0.0004344124137691359	0.001685520165424247	0.0	0.0	0.0	0.0	0.0	0.00027802394481224696	0.00041703591721837044	0.006498809709986272	0.03654277224625971	0.009504943613268693	0.0	0.0	0.0	0.0010078367999443952	0.0	0.0	0.0	0.0009383308137413335	0.04854993136283863	0.0	0.0	0.0	0.0362473718048967	0.0	0.0	0.0	0.0	0.0	0.0006081773792767902	0.7887539314323444	0.0	0.007715164468539853	0.0	0.0	0.003475299310153087	0.0016507671723227165	0.010582286399416151	0.006689951172044692	0.013136631392378669	0.0	0.009748214564979409	0.0
061914M_1	BBB	BBB	9	061914M.1	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	na	0	0.326	FALSE	061914M1.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	25.57404598	2.993989865	0.493561794	67	35994	30832	0.856587209	20.36289408	4.788584666	0.877121466	44	30832	0.856587209	0.211	0.0	0.0	0.01329718564420346	0.0034856700232378003	0.0	0.006358120320165247	0.0	0.0	0.04628195197521301	0.0	0.0	0.9230247869868322	0.0	0.007552285050348567	0.0	0.0	0.0	0.01329718564420346	0.0034856700232378003	0.0	0.006358120320165247	0.0	0.0	0.03801962303124193	0.008262328943971081	0.0	0.0	0.0	0.0	0.05467337980893365	0.0	0.8683514071778986	0.0	0.007552285050348567	0.0	0.0	0.0	0.0	0.00990833978827782	0.0	0.003388845855925639	0.0	0.0034856700232378003	0.0	0.0	0.0	0.0	0.0	0.006358120320165247	0.0	0.0	0.0	0.01655693261037955	0.02146269042086238	0.008262328943971081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029886392977020396	0.0	0.0	0.0	0.024786986831913244	0.0	0.0	0.0	0.0	0.0	0.0	0.8346565969532664	0.0	0.009101471727343144	0.0	0.0	0.005034856700232378	0.0	0.004841208365608056	0.0	0.014717273431448491	0.0	0.007552285050348567	0.0
061914M_2	BBB	BBB	9	061914M.2	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	High	5/16/2016	5/12/2016	May	low	1	0.182	FALSE	061914M2.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	37.19536842	4.157363623	0.619185523	105	59212	44916	0.758562454	52.1059415	6.046271591	0.872385043	122	55586	0.938762413	0.211	0.0	0.0	0.031739748457095554	0.004660201162351332	0.0	0.024164672436439535	0.0	0.0	0.09851197437789015	0.00019792360148982493	0.0	0.8371448620832357	0.0	0.003580617881497742	0.0	0.0	0.0	0.031739748457095554	0.004660201162351332	0.0	0.024164672436439535	0.0	0.0	0.09583100923043707	0.002680965147453083	0.0	0.0	0.00019792360148982493	0.0	0.03440272054986775	0.0	0.802742141533368	0.0	0.003580617881497742	0.0	0.0	0.0	0.0024290623819205786	0.0007737013512784065	0.02702556813070155	0.0015114165931950268	0.0	0.00025190276553250444	0.002357090163197006	0.0013494791010669883	0.0007017291325548339	0.0	0.0	0.024164672436439535	0.0	0.0	0.0	0.002752937366176656	0.0930780718642604	0.002680965147453083	0.0	0.0	0.0	0.00019792360148982493	0.0	0.0	0.0	0.0038325206470302465	0.020997894812602336	0.0	0.0	0.0	0.009572305090235168	0.0	0.0	0.0	0.0	0.0	0.0002878888748942908	0.3607967324612699	0.0	0.4188063407524697	0.0010795832808535907	0.0	0.0018712776868128904	0.0012595138276625224	0.0048041455997984775	0.007737013512784065	0.006099645536822787	0.0	0.003580617881497742	0.0
061914M_3	BBB	BBB	9	061914M.3	413	60	13	13_	13_mitigated	1	mitigated	mitigated_middle	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Medium	5/16/2016	5/12/2016	May	na	0	0.125	FALSE	061914M3.fastq	061914M	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	693	697	4	49.85982925	4.886630922	0.669895131	157	61560	36082	0.586127355	63.99337109	6.875115068	0.904630778	194	51715	0.840074724	0.211	0.0	0.0	0.05476055271625971	0.028998674995267842	0.0	0.000832860117357562	0.0	0.0	0.06850274465265947	0.001249290176036343	0.0	0.8439333711906116	0.0	0.001722506151807685	0.0	0.0	0.0	0.05476055271625971	0.028998674995267842	0.0	0.000832860117357562	0.0	0.0	0.06748059814499338	0.0010221465076660989	0.0	0.0	0.001249290176036343	0.0	0.06361915578269921	0.0020064357372704903	0.7783077796706418	0.0	0.001722506151807685	0.0	0.0	0.0	0.00047321597577134206	0.00524323301154647	0.04868445958735567	0.00035964414158621996	0.0	0.0	0.0024796517130418324	0.0	0.02651902328222601	0.0	0.0	0.000832860117357562	0.0	0.0	0.0	0.013836835131554042	0.05364376301343934	0.0010221465076660989	0.0	0.0	0.0	0.001249290176036343	0.0	0.0	0.0	0.0068143100511073255	0.04207836456558773	0.0	0.0	0.0	0.014726481166004165	0.0	0.0	0.00045428733674048835	0.001552148400530002	0.0	0.0	0.17206132879045993	0.0	0.5674616695059626	0.011811470755252696	0.0	0.00013250047321597576	0.0	0.013155404126443306	0.00545144804088586	0.008233957978421351	0.0	0.001722506151807685	0.0
